n = 10
Capacitate rucsac = 300

Iteratia 1 are rezultatele valide: 

pentru Cautare Aleatoare:

[0, 1, 1, 0, 1, 1, 1, 0, 1, 1], 247

[0, 0, 1, 1, 1, 0, 0, 0, 0, 1], 162

[1, 1, 0, 1, 0, 0, 0, 0, 0, 1], 108

[1, 0, 0, 0, 0, 0, 1, 1, 0, 0], 84

[1, 1, 0, 0, 0, 1, 1, 0, 1, 1], 170

[0, 1, 1, 0, 0, 1, 1, 1, 0, 0], 169

[0, 1, 0, 0, 0, 1, 0, 0, 1, 0], 63

[0, 0, 1, 1, 0, 0, 0, 0, 1, 1], 147

[0, 1, 0, 1, 1, 1, 0, 1, 0, 0], 95

[1, 0, 0, 0, 0, 1, 0, 1, 0, 0], 72

Timp de executie 0.005925299999999911 


pentru Random Hill Climbing: 
[1, 1, 1, 0, 0, 0, 1, 0, 1, 0], 256

Timp de executie 0.0013670999999999545 


Iteratia 5 are rezultatele valide: 

